"","NA06993"
"SNP_A-1700152",1.29
"SNP_A-1702162",3.06
"SNP_A-1709072",1.46
"SNP_A-1712275",1.48
"SNP_A-1654567",1.77
"SNP_A-1735547",2.41
"SNP_A-1704029",2.6
"SNP_A-1715170",2.35
"SNP_A-1722617",1.72
"SNP_A-1655212",2.01
"SNP_A-1688038",1.68
"SNP_A-1670722",2.04
"SNP_A-1702469",3.17
"SNP_A-1749463",1.53
"SNP_A-1684806",2.96
"SNP_A-1729788",2.43
"SNP_A-1644703",2.02
"SNP_A-1645024",1.81
"SNP_A-1707022",1.72
"SNP_A-1653644",1.89
"SNP_A-1740263",1.74
"SNP_A-1669457",1.67
"SNP_A-1721447",1.96
"SNP_A-1713263",2.19
"SNP_A-1739885",1.83
"SNP_A-1645089",1.87
"SNP_A-1645227",1.9
"SNP_A-1681632",2.1
"SNP_A-1758556",1.95
"SNP_A-1693335",2.43
"SNP_A-1746867",1.87
"SNP_A-1713918",1.72
"SNP_A-1665341",2.38
"SNP_A-1696914",1.9
"SNP_A-1698227",2.37
"SNP_A-1643853",2.44
"SNP_A-1644001",1.92
"SNP_A-1656396",1.76
"SNP_A-1758804",2.16
"SNP_A-1725222",2.34
"SNP_A-1699866",1.43
"SNP_A-1699968",1.73
"SNP_A-1701172",1.78
"SNP_A-1703234",1.68
"SNP_A-1708786",1.85
"SNP_A-1710126",1.57
"SNP_A-1648162",2.26
"SNP_A-1664052",2.31
"SNP_A-1683200",2.17
"SNP_A-1668314",4.07
"SNP_A-1743251",1.84
"SNP_A-1646549",1.84
"SNP_A-1648571",2.18
"SNP_A-1648687",1.61
"SNP_A-1690280",1.71
"SNP_A-1729164",1.9
"SNP_A-1738959",1.67
"SNP_A-1716935",2.52
"SNP_A-1748297",2.24
"SNP_A-1644914",2.03
"SNP_A-1747582",2.03
"SNP_A-1753140",2.26
"SNP_A-1668144",2.01
"SNP_A-1754711",2.11
"SNP_A-1684573",2.16
"SNP_A-1686257",2.3
"SNP_A-1696665",1.85
"SNP_A-1745996",2.12
"SNP_A-1718302",2.5
"SNP_A-1720192",2.02
"SNP_A-1720511",2.53
"SNP_A-1652793",1.86
"SNP_A-1727305",2.46
"SNP_A-1757878",1.99
"SNP_A-1659555",2.26
"SNP_A-1751755",2.04
"SNP_A-1711898",1.72
"SNP_A-1664726",2.45
"SNP_A-1704355",1.93
"SNP_A-1669133",1.84
"SNP_A-1669259",1.79
"SNP_A-1648562",3.45
"SNP_A-1700523",2.61
"SNP_A-1706020",1.91
"SNP_A-1707740",2.11
"SNP_A-1753469",1.84
"SNP_A-1747984",2.14
"SNP_A-1756588",1.64
"SNP_A-1726548",2.76
"SNP_A-1679204",2.23
"SNP_A-1748748",2.59
"SNP_A-1754382",1.89
"SNP_A-1748403",2.2
"SNP_A-1686278",2.45
"SNP_A-1755845",1.55
"SNP_A-1677953",1.31
"SNP_A-1681555",2.24
"SNP_A-1681687",2.51
"SNP_A-1675664",1.64
"SNP_A-1665336",1.84
"SNP_A-1690713",2.71
"SNP_A-1735714",1.98
"SNP_A-1693363",2.92
"SNP_A-1747588",1.42
"SNP_A-1670090",2.16
"SNP_A-1670198",2.27
"SNP_A-1670625",2.72
"SNP_A-1737850",1.63
"SNP_A-1658600",1.94
"SNP_A-1657356",2.41
"SNP_A-1659125",2.35
"SNP_A-1717669",1.72
"SNP_A-1705954",2.26
"SNP_A-1711289",2.08
"SNP_A-1752263",1.88
"SNP_A-1713573",2.21
"SNP_A-1754352",2.37
"SNP_A-1653229",1.34
"SNP_A-1707120",2.55
"SNP_A-1674421",3.92
"SNP_A-1719293",1.81
"SNP_A-1685111",1.93
"SNP_A-1684302",2.69
"SNP_A-1693838",1.71
"SNP_A-1673478",2.05
"SNP_A-1647692",1.84
"SNP_A-1739765",1.93
"SNP_A-1751529",2.09
"SNP_A-1647674",3.07
"SNP_A-1687655",1.39
"SNP_A-1689778",1.88
"SNP_A-1709030",2.24
"SNP_A-1719830",1.91
"SNP_A-1720014",1.65
"SNP_A-1720124",2.06
"SNP_A-1720262",2.05
"SNP_A-1721967",1.62
"SNP_A-1722379",2.3
"SNP_A-1701446",1.89
"SNP_A-1703534",1.73
"SNP_A-1682149",2.05
"SNP_A-1682351",1.74
"SNP_A-1685909",1.66
"SNP_A-1676201",2.93
"SNP_A-1676329",2.82
"SNP_A-1676485",3.18
"SNP_A-1677907",1.7
"SNP_A-1715769",2.2
"SNP_A-1714188",2.12
"SNP_A-1737411",2.13
"SNP_A-1693122",2.44
"SNP_A-1732042",2.13
"SNP_A-1732218",2.19
"SNP_A-1737765",2.35
"SNP_A-1740996",2.15
"SNP_A-1742340",2.25
"SNP_A-1649807",1.51
"SNP_A-1755360",1.8
"SNP_A-1694924",2.69
"SNP_A-1662412",2.21
"SNP_A-1696791",2.07
"SNP_A-1645299",1.91
"SNP_A-1645411",2.01
"SNP_A-1701394",2.02
"SNP_A-1742798",2
"SNP_A-1703381",1.65
"SNP_A-1664462",2.27
"SNP_A-1725892",1.69
"SNP_A-1755089",2.16
"SNP_A-1682757",1.86
"SNP_A-1682973",1.64
"SNP_A-1657532",2.1
"SNP_A-1741542",1.63
"SNP_A-1747915",1.86
"SNP_A-1672581",2.04
"SNP_A-1672789",1.76
"SNP_A-1672941",2.81
"SNP_A-1691907",1.41
"SNP_A-1696752",1.98
"SNP_A-1684344",2.03
"SNP_A-1748991",1.67
"SNP_A-1756504",1.76
"SNP_A-1651894",1.19
"SNP_A-1735604",3.12
"SNP_A-1698365",2.34
"SNP_A-1735398",2.15
"SNP_A-1668829",1.41
"SNP_A-1721365",1.06
"SNP_A-1740665",2.1
"SNP_A-1675105",2.14
"SNP_A-1707105",2.19
"SNP_A-1726086",1.86
"SNP_A-1672798",2.34
"SNP_A-1668311",2.62
"SNP_A-1688428",3.31
"SNP_A-1671965",1.94
"SNP_A-1673885",1.84
"SNP_A-1722747",2.25
"SNP_A-1724553",2.08
"SNP_A-1699741",1.3
"SNP_A-1728785",1.78
"SNP_A-1715009",2.16
"SNP_A-1670783",2.04
"SNP_A-1709529",1.26
"SNP_A-1728355",1.73
"SNP_A-1750049",1.68
"SNP_A-1673003",1.91
"SNP_A-1673149",2.76
"SNP_A-1674548",2.05
"SNP_A-1674660",2.26
"SNP_A-1715020",2.04
"SNP_A-1747177",2.17
"SNP_A-1651584",2.61
"SNP_A-1705753",2.17
"SNP_A-1756776",1.9
"SNP_A-1756912",1.83
"SNP_A-1757310",2.18
"SNP_A-1642720",1.73
"SNP_A-1642896",2.22
"SNP_A-1695106",1.9
"SNP_A-1752361",2.47
"SNP_A-1758318",1.87
"SNP_A-1739346",1.96
"SNP_A-1740688",1.71
"SNP_A-1727903",1.56
"SNP_A-1747536",2.04
"SNP_A-1687760",2.01
"SNP_A-1717079",2.07
"SNP_A-1724306",2.35
"SNP_A-1680837",1.52
"SNP_A-1682239",1.76
"SNP_A-1682331",2.04
"SNP_A-1731302",1.55
"SNP_A-1736972",2.1
"SNP_A-1712219",2.02
"SNP_A-1678179",2.09
"SNP_A-1690689",2.4
"SNP_A-1758150",2.31
"SNP_A-1710181",2.31
"SNP_A-1729383",1.95
"SNP_A-1659976",2.23
"SNP_A-1706327",2.33
"SNP_A-1643996",2.3
"SNP_A-1645404",2.54
"SNP_A-1700416",2.01
"SNP_A-1720435",2.72
"SNP_A-1668381",1.66
"SNP_A-1672307",2.17
"SNP_A-1692240",1.76
"SNP_A-1703011",1.98
"SNP_A-1668518",1.63
"SNP_A-1714067",1.95
"SNP_A-1714175",1.94
"SNP_A-1714299",1.76
"SNP_A-1714428",2.25
"SNP_A-1717754",2.16
"SNP_A-1718186",2.08
"SNP_A-1719608",1.76
"SNP_A-1719778",2.09
"SNP_A-1720020",2.2
"SNP_A-1723865",2.23
"SNP_A-1700556",1.89
"SNP_A-1739855",1.62
"SNP_A-1737489",2.31
"SNP_A-1694315",2.24
"SNP_A-1758785",2.27
"SNP_A-1661227",1.84
"SNP_A-1731765",2.12
"SNP_A-1666483",2.01
"SNP_A-1647608",1.67
"SNP_A-1713205",2.04
"SNP_A-1695925",2.44
"SNP_A-1692863",1.91
"SNP_A-1693203",1.97
"SNP_A-1694564",1.87
"SNP_A-1741760",1.55
"SNP_A-1741846",1.48
"SNP_A-1742146",2.11
"SNP_A-1679478",1.74
"SNP_A-1687658",1.57
"SNP_A-1671281",2.38
"SNP_A-1684100",2.32
"SNP_A-1730813",1.97
"SNP_A-1737999",2.17
"SNP_A-1738269",1.76
"SNP_A-1739488",2.22
"SNP_A-1662428",2
"SNP_A-1649468",1.29
"SNP_A-1756026",1.4
"SNP_A-1667201",1.9
"SNP_A-1700412",1.8
"SNP_A-1714086",1.64
"SNP_A-1646130",1.37
"SNP_A-1711612",1.52
"SNP_A-1659140",1.29
"SNP_A-1718074",2.47
"SNP_A-1718210",1.97
"SNP_A-1718334",2.01
"SNP_A-1719738",1.53
"SNP_A-1721997",1.95
"SNP_A-1712777",1.64
"SNP_A-1669749",2.59
"SNP_A-1707021",1.05
"SNP_A-1724613",2.42
"SNP_A-1725985",2.17
"SNP_A-1726307",2.24
"SNP_A-1726503",1.29
"SNP_A-1687610",1.76
"SNP_A-1663821",1.88
"SNP_A-1690934",1.77
"SNP_A-1687642",3.43
"SNP_A-1757902",2.48
"SNP_A-1702833",2.93
"SNP_A-1735863",2.39
"SNP_A-1657065",1.76
"SNP_A-1727871",2.1
"SNP_A-1660779",1.48
"SNP_A-1757629",1.63
"SNP_A-1757928",2.28
"SNP_A-1722800",2.14
"SNP_A-1676060",3.21
"SNP_A-1736599",2.28
"SNP_A-1742520",1.88
"SNP_A-1685386",1.79
"SNP_A-1679369",1.98
"SNP_A-1684105",1.56
"SNP_A-1733227",2.46
"SNP_A-1733339",2.78
"SNP_A-1711102",2.22
"SNP_A-1650476",1.59
"SNP_A-1758232",2.55
"SNP_A-1659022",2.26
"SNP_A-1728839",2.08
"SNP_A-1758705",2.16
"SNP_A-1704549",2.46
"SNP_A-1730154",1.87
"SNP_A-1739863",1.75
"SNP_A-1752049",1.58
"SNP_A-1752670",2.05
"SNP_A-1671430",1.89
"SNP_A-1671909",2.12
"SNP_A-1672035",2.61
"SNP_A-1672151",2.38
"SNP_A-1742977",1.51
"SNP_A-1736083",1.27
"SNP_A-1677601",1.04
"SNP_A-1677757",1.15
"SNP_A-1704287",1.73
"SNP_A-1680704",2.31
"SNP_A-1663474",1.65
"SNP_A-1672438",1.23
"SNP_A-1713001",1.98
"SNP_A-1726758",1.65
"SNP_A-1667935",1.81
"SNP_A-1716624",1.76
"SNP_A-1724149",1.77
"SNP_A-1724423",2.31
"SNP_A-1724551",2.24
"SNP_A-1651797",1.93
"SNP_A-1663965",1.71
"SNP_A-1671476",2.27
"SNP_A-1676928",2.46
"SNP_A-1707286",2.11
"SNP_A-1709074",1.93
"SNP_A-1709180",1.92
"SNP_A-1673382",1.88
"SNP_A-1683842",2.62
"SNP_A-1642040",1.67
"SNP_A-1643893",2.14
"SNP_A-1646029",1.73
"SNP_A-1742611",2.19
"SNP_A-1656510",2.25
"SNP_A-1657932",2.35
"SNP_A-1690988",2.77
"SNP_A-1727667",1.58
"SNP_A-1701498",1.79
"SNP_A-1701734",2.34
"SNP_A-1706642",2.01
"SNP_A-1675457",1.32
"SNP_A-1708952",1.97
"SNP_A-1710418",2.12
"SNP_A-1648637",2.38
"SNP_A-1753171",2.01
"SNP_A-1674713",1.91
"SNP_A-1734730",2.21
"SNP_A-1692093",2.3
"SNP_A-1692205",2.34
"SNP_A-1692602",1.45
"SNP_A-1704242",2.33
"SNP_A-1717028",1.8
"SNP_A-1717144",1.55
"SNP_A-1742841",1.32
"SNP_A-1714044",1.88
"SNP_A-1727918",2.01
"SNP_A-1710083",1.87
"SNP_A-1752179",1.66
"SNP_A-1655376",2.07
"SNP_A-1655644",2.39
"SNP_A-1727194",2.53
"SNP_A-1740817",2.51
"SNP_A-1669308",2.5
"SNP_A-1713314",1.52
"SNP_A-1729926",2.04
"SNP_A-1682158",2.23
"SNP_A-1723675",1.47
"SNP_A-1725915",2.37
"SNP_A-1656576",2.29
"SNP_A-1680166",2.08
"SNP_A-1695863",1.87
"SNP_A-1657980",1.5
"SNP_A-1706728",2.37
"SNP_A-1643092",1.69
"SNP_A-1643264",1.97
"SNP_A-1643430",2.82
"SNP_A-1643534",2.34
"SNP_A-1650383",2.11
"SNP_A-1652531",2.55
"SNP_A-1693954",2.15
"SNP_A-1694082",2.2
"SNP_A-1709948",1.79
"SNP_A-1653894",2.71
"SNP_A-1755277",1.92
"SNP_A-1755439",2.99
"SNP_A-1723188",1.45
"SNP_A-1757390",1.87
"SNP_A-1642870",1.98
"SNP_A-1696843",1.85
"SNP_A-1698996",3.1
"SNP_A-1740708",1.72
"SNP_A-1740802",1.81
"SNP_A-1740910",2.45
"SNP_A-1741010",2.18
"SNP_A-1742352",2.24
"SNP_A-1746015",1.5
"SNP_A-1746117",1.23
"SNP_A-1746253",1.56
"SNP_A-1690261",2.17
"SNP_A-1695485",2.08
"SNP_A-1655993",1.97
"SNP_A-1753300",2.25
"SNP_A-1739569",1.9
"SNP_A-1662120",1.99
"SNP_A-1743887",1.97
"SNP_A-1726002",2.05
"SNP_A-1729352",2.33
"SNP_A-1686172",2.93
"SNP_A-1658184",2.07
"SNP_A-1754126",1.96
"SNP_A-1663466",2.08
"SNP_A-1688348",1.93
"SNP_A-1645679",1.41
"SNP_A-1647683",1.93
"SNP_A-1751389",2.04
"SNP_A-1681950",2.15
"SNP_A-1713739",1.8
"SNP_A-1713853",1.95
"SNP_A-1693528",0.99
"SNP_A-1704130",1.7
"SNP_A-1705918",1.85
"SNP_A-1650034",0.96
"SNP_A-1744145",1.44
"SNP_A-1754552",2.3
"SNP_A-1691010",1.92
"SNP_A-1697894",2.38
"SNP_A-1668787",2.23
"SNP_A-1743129",2.67
"SNP_A-1663218",2.03
"SNP_A-1741316",2.71
"SNP_A-1703393",2.29
"SNP_A-1661450",2.77
"SNP_A-1675978",1.22
"SNP_A-1668692",1.92
"SNP_A-1757577",1.87
"SNP_A-1695699",1.16
"SNP_A-1681141",1.88
"SNP_A-1720347",1.61
"SNP_A-1644428",2.77
"SNP_A-1727827",2.4
"SNP_A-1728937",1.6
"SNP_A-1652619",2.42
"SNP_A-1657151",2.42
"SNP_A-1711930",2.13
"SNP_A-1713905",1.72
"SNP_A-1732592",2.5
"SNP_A-1702139",3.22
"SNP_A-1698711",2.59
"SNP_A-1759036",2.03
"SNP_A-1647984",1.67
"SNP_A-1657088",2.4
"SNP_A-1703916",1.51
"SNP_A-1704064",2.24
"SNP_A-1705718",1.74
"SNP_A-1705926",2.05
"SNP_A-1706066",1.92
"SNP_A-1645587",1.94
"SNP_A-1645731",1.56
"SNP_A-1646125",1.89
"SNP_A-1646253",2.02
"SNP_A-1692992",2.18
"SNP_A-1698400",2.36
"SNP_A-1722904",1.55
"SNP_A-1665638",1.64
"SNP_A-1742005",1.77
"SNP_A-1690500",2.24
"SNP_A-1698956",2.09
"SNP_A-1699118",1.75
"SNP_A-1694157",1.44
"SNP_A-1744038",2.09
"SNP_A-1656876",1.84
"SNP_A-1704835",2.17
"SNP_A-1709268",2.11
"SNP_A-1712946",2.32
"SNP_A-1690894",1.94
"SNP_A-1753015",1.78
"SNP_A-1757798",2.09
"SNP_A-1643495",2.43
"SNP_A-1643636",2.84
"SNP_A-1758702",1.41
"SNP_A-1645753",2.49
"SNP_A-1718627",2.67
"SNP_A-1654544",1.58
"SNP_A-1656402",1.56
"SNP_A-1690053",2.24
"SNP_A-1754436",2.16
"SNP_A-1658399",1.89
"SNP_A-1658515",1.99
"SNP_A-1696281",2.1
"SNP_A-1755454",1.49
"SNP_A-1657726",1.44
"SNP_A-1668684",1.8
"SNP_A-1705644",1.62
"SNP_A-1673942",2.25
"SNP_A-1643738",1.79
"SNP_A-1727915",2.12
"SNP_A-1733118",2.2
"SNP_A-1692359",2.01
"SNP_A-1693634",1.92
"SNP_A-1651768",2.34
"SNP_A-1692380",1.98
"SNP_A-1693347",1.81
"SNP_A-1739519",3.01
"SNP_A-1722106",2.93
"SNP_A-1649390",2.06
"SNP_A-1748755",1.74
"SNP_A-1680534",3.05
"SNP_A-1739459",2.32
"SNP_A-1712563",1.46
"SNP_A-1736053",1.95
"SNP_A-1676090",1.68
"SNP_A-1696762",1.33
"SNP_A-1709187",2.12
"SNP_A-1758035",2.32
"SNP_A-1744711",1.64
"SNP_A-1679088",1.39
"SNP_A-1740404",1.46
"SNP_A-1753717",2.74
"SNP_A-1751613",2.23
"SNP_A-1677398",2.01
"SNP_A-1679905",2.1
"SNP_A-1730629",1.93
"SNP_A-1644320",1.5
"SNP_A-1679630",2.8
"SNP_A-1701046",1.79
"SNP_A-1655453",2.26
"SNP_A-1751045",2
"SNP_A-1758763",2.48
"SNP_A-1664280",1.65
"SNP_A-1644343",1.92
"SNP_A-1646637",1.64
"SNP_A-1646743",1.88
"SNP_A-1648229",1.84
"SNP_A-1648347",1.87
"SNP_A-1648475",2.33
"SNP_A-1648601",2.13
"SNP_A-1694803",2.04
"SNP_A-1698648",2.54
"SNP_A-1707654",1.99
"SNP_A-1751198",2.3
"SNP_A-1751318",2.74
"SNP_A-1655665",2.2
"SNP_A-1758754",2.17
"SNP_A-1659997",1.99
"SNP_A-1687517",1.6
"SNP_A-1687747",2.12
"SNP_A-1646674",1.29
"SNP_A-1696251",1.98
"SNP_A-1717043",2.03
"SNP_A-1748810",1.95
"SNP_A-1678409",1.95
"SNP_A-1678505",2
"SNP_A-1679827",1.88
"SNP_A-1689230",2.08
"SNP_A-1758952",1.16
"SNP_A-1662148",1.75
"SNP_A-1677343",2.2
"SNP_A-1677483",2.16
"SNP_A-1700135",2.24
"SNP_A-1686379",1.78
"SNP_A-1738448",2.54
"SNP_A-1729780",1.96
"SNP_A-1646508",2
"SNP_A-1690720",2.74
"SNP_A-1662388",2.05
"SNP_A-1695858",1.89
"SNP_A-1699628",1.81
"SNP_A-1751882",1.15
"SNP_A-1671028",1.76
"SNP_A-1700370",2.61
"SNP_A-1642916",2.46
"SNP_A-1706849",2.2
"SNP_A-1689870",1.95
"SNP_A-1690088",2.1
"SNP_A-1690210",2.57
"SNP_A-1690314",2.41
"SNP_A-1690420",2.25
"SNP_A-1690548",2.09
"SNP_A-1758462",2.22
"SNP_A-1681750",2.23
"SNP_A-1663100",3.34
"SNP_A-1732155",1.42
"SNP_A-1736541",1.84
"SNP_A-1687630",2.41
"SNP_A-1752836",2.42
"SNP_A-1758160",2.15
"SNP_A-1662938",2.28
"SNP_A-1687421",2.12
"SNP_A-1689287",2.36
"SNP_A-1689413",2.58
"SNP_A-1689575",2.34
"SNP_A-1691089",1.96
"SNP_A-1656017",1.67
"SNP_A-1718013",1.34
"SNP_A-1719937",1.53
"SNP_A-1674596",2.24
"SNP_A-1650242",1.98
"SNP_A-1670224",1.97
"SNP_A-1740581",1.73
"SNP_A-1740597",2.32
"SNP_A-1689980",1.81
"SNP_A-1698516",1.55
"SNP_A-1740041",1.99
"SNP_A-1731595",1.45
"SNP_A-1758840",1.32
"SNP_A-1705737",1.63
"SNP_A-1643035",2.55
"SNP_A-1643151",1.08
"SNP_A-1726457",1.77
"SNP_A-1726919",1.74
"SNP_A-1727043",1.78
"SNP_A-1697839",1.55
"SNP_A-1717073",1.15
"SNP_A-1698309",1.92
"SNP_A-1727347",1.18
"SNP_A-1664493",1.87
"SNP_A-1661328",2.64
"SNP_A-1724023",1.29
"SNP_A-1718957",1.57
"SNP_A-1752449",2.38
"SNP_A-1732559",7.68
"SNP_A-1660426",2.31
"SNP_A-1660534",2.48
"SNP_A-1722104",1.96
"SNP_A-1728377",1.75
"SNP_A-1646518",1.29
"SNP_A-1725296",1.89
"SNP_A-1683822",3.2
"SNP_A-1753671",2.15
"SNP_A-1651972",1.92
"SNP_A-1682329",1.54
"SNP_A-1682443",1.67
"SNP_A-1689383",2.24
"SNP_A-1691215",1.73
"SNP_A-1692681",1.99
"SNP_A-1692839",2.11
"SNP_A-1734988",1.49
"SNP_A-1738440",1.9
"SNP_A-1738778",2.25
"SNP_A-1669350",1.55
"SNP_A-1725910",2.14
"SNP_A-1681805",2.61
"SNP_A-1733997",2.09
"SNP_A-1694951",2.75
"SNP_A-1696578",1.38
"SNP_A-1740185",1.4
"SNP_A-1700931",1.65
"SNP_A-1703083",2.8
"SNP_A-1710673",2.52
"SNP_A-1726587",2.02
"SNP_A-1645170",2.11
"SNP_A-1731468",1.92
"SNP_A-1653607",1.24
"SNP_A-1751609",1.94
"SNP_A-1710654",2.1
"SNP_A-1683800",2.05
"SNP_A-1669622",1.95
"SNP_A-1708019",2.02
"SNP_A-1720614",1.76
"SNP_A-1722469",1.77
"SNP_A-1646105",2.2
"SNP_A-1737349",2.85
"SNP_A-1670480",3.06
"SNP_A-1750847",2.36
"SNP_A-1686080",2
"SNP_A-1680634",2.04
"SNP_A-1656920",2.28
"SNP_A-1674298",2.06
"SNP_A-1677969",2.21
"SNP_A-1688595",2.65
"SNP_A-1748353",2.28
"SNP_A-1688762",1.96
"SNP_A-1665878",1.98
"SNP_A-1676915",1.83
"SNP_A-1677033",2.17
"SNP_A-1677187",2.54
"SNP_A-1722941",3.18
"SNP_A-1731428",1.77
"SNP_A-1699521",2.38
"SNP_A-1645278",1.84
"SNP_A-1645720",2.04
"SNP_A-1746821",2.35
"SNP_A-1715973",1.94
"SNP_A-1667743",1.42
"SNP_A-1652869",1.53
"SNP_A-1654528",2.8
"SNP_A-1654674",1.65
"SNP_A-1705164",1.76
"SNP_A-1659772",2.58
"SNP_A-1691636",1.71
"SNP_A-1718313",1.42
"SNP_A-1693487",1.63
"SNP_A-1717729",1.95
"SNP_A-1653741",1.98
"SNP_A-1699328",2.16
"SNP_A-1713180",2.33
"SNP_A-1658328",1.7
"SNP_A-1685810",1.88
"SNP_A-1736286",1.67
"SNP_A-1736400",1.38
"SNP_A-1736550",2.29
"SNP_A-1737961",2.13
"SNP_A-1739634",1.2
"SNP_A-1739840",1.44
"SNP_A-1694535",2.33
"SNP_A-1721849",1.74
"SNP_A-1722011",2.17
"SNP_A-1722277",2.05
"SNP_A-1725351",1.73
"SNP_A-1727284",1.69
"SNP_A-1644014",2.92
"SNP_A-1727546",2.32
"SNP_A-1729237",2.01
"SNP_A-1730960",2.36
"SNP_A-1732651",1.63
"SNP_A-1656608",2.45
"SNP_A-1651298",1.56
"SNP_A-1684562",1.82
"SNP_A-1710512",2.17
"SNP_A-1714450",1.92
"SNP_A-1732399",2.98
"SNP_A-1686824",1.42
"SNP_A-1648919",2.06
"SNP_A-1649155",2.16
"SNP_A-1649293",2.11
"SNP_A-1650587",2.41
"SNP_A-1657931",2.08
"SNP_A-1658041",2.81
"SNP_A-1661635",1.99
"SNP_A-1706682",2.14
"SNP_A-1645074",1.47
"SNP_A-1708628",1.44
"SNP_A-1756745",2.75
"SNP_A-1742983",1.26
"SNP_A-1757244",1.93
"SNP_A-1644721",2.08
"SNP_A-1690299",2.26
"SNP_A-1679060",1.7
"SNP_A-1702666",1.5
"SNP_A-1691478",1.34
"SNP_A-1645112",1.85
"SNP_A-1706647",1.61
"SNP_A-1750015",1.39
"SNP_A-1732107",2.23
"SNP_A-1649195",1.97
"SNP_A-1691392",1.64
"SNP_A-1667654",2.06
"SNP_A-1709453",1.4
"SNP_A-1674144",1.73
"SNP_A-1719768",2.19
"SNP_A-1723297",1.67
"SNP_A-1723513",1.69
"SNP_A-1725001",1.88
"SNP_A-1664332",2.06
"SNP_A-1752653",3.41
"SNP_A-1727105",1.68
"SNP_A-1728556",1.96
"SNP_A-1728792",2.91
"SNP_A-1732012",2.26
"SNP_A-1732114",2.5
"SNP_A-1675784",1.49
"SNP_A-1675666",2.66
"SNP_A-1715192",2.05
"SNP_A-1720684",1.91
"SNP_A-1720818",1.82
"SNP_A-1723167",2.01
"SNP_A-1724357",1.98
"SNP_A-1679250",2.05
"SNP_A-1716053",2.31
"SNP_A-1696142",1.94
"SNP_A-1707931",2.17
"SNP_A-1737337",1.94
"SNP_A-1730062",1.89
"SNP_A-1719273",2.26
"SNP_A-1645829",1.77
"SNP_A-1648518",2.69
"SNP_A-1699710",1.84
"SNP_A-1701772",1.79
"SNP_A-1655823",1.58
"SNP_A-1744859",2.68
"SNP_A-1722504",2.66
"SNP_A-1757614",2
"SNP_A-1642890",1.98
"SNP_A-1643116",1.9
"SNP_A-1643286",1.91
"SNP_A-1685107",1.9
"SNP_A-1705931",2.19
"SNP_A-1735657",2.01
"SNP_A-1732381",2.68
"SNP_A-1713240",2.14
"SNP_A-1713655",2.15
"SNP_A-1713897",1.49
"SNP_A-1722853",2.02
"SNP_A-1664048",2.93
"SNP_A-1746571",2.49
"SNP_A-1721656",2.36
"SNP_A-1642429",3.65
"SNP_A-1726469",2.01
"SNP_A-1704537",2.23
"SNP_A-1737928",2.23
"SNP_A-1644348",2.21
"SNP_A-1709294",2.23
"SNP_A-1709482",2.05
"SNP_A-1709594",2.1
"SNP_A-1711435",1.83
"SNP_A-1714742",2.05
"SNP_A-1718364",1.66
"SNP_A-1664882",3.02
"SNP_A-1649789",2.52
"SNP_A-1651329",1.72
"SNP_A-1651473",2.16
"SNP_A-1651583",2.04
"SNP_A-1720341",1.34
"SNP_A-1741847",1.56
"SNP_A-1682808",2.35
"SNP_A-1756405",2.18
"SNP_A-1736365",1.94
"SNP_A-1754042",1.97
"SNP_A-1747751",2
"SNP_A-1693866",2.11
"SNP_A-1699366",1.6
"SNP_A-1699472",2.04
"SNP_A-1699610",2.32
"SNP_A-1659514",3.52
"SNP_A-1705002",2.04
"SNP_A-1705114",1.74
"SNP_A-1706486",2.11
"SNP_A-1655455",2.22
"SNP_A-1689628",2.66
"SNP_A-1677144",1.81
"SNP_A-1677748",1.98
"SNP_A-1672576",3.2
"SNP_A-1715103",2.23
"SNP_A-1648708",1.68
"SNP_A-1752744",2.28
"SNP_A-1708184",2.94
"SNP_A-1666271",2.25
"SNP_A-1666489",2.12
"SNP_A-1675568",1.88
"SNP_A-1713717",2.1
"SNP_A-1717605",2.42
"SNP_A-1753177",2.26
"SNP_A-1720834",1.82
"SNP_A-1740067",2.59
"SNP_A-1757627",1.5
"SNP_A-1658685",2.11
"SNP_A-1662305",1.84
"SNP_A-1735947",1.46
"SNP_A-1667225",1.74
"SNP_A-1653846",2.13
"SNP_A-1727453",2.45
"SNP_A-1740337",2.86
"SNP_A-1657959",2.62
"SNP_A-1658069",2.59
"SNP_A-1659897",1.73
"SNP_A-1734260",1.8
"SNP_A-1747473",2.54
"SNP_A-1671672",2.37
"SNP_A-1712274",2.16
"SNP_A-1758890",1.31
"SNP_A-1751934",2.11
"SNP_A-1670213",2.28
"SNP_A-1666352",1.35
"SNP_A-1672104",2.61
"SNP_A-1672450",3.09
"SNP_A-1650270",1.37
"SNP_A-1718433",1.89
"SNP_A-1694410",2.19
"SNP_A-1714185",2.31
"SNP_A-1717534",2.22
"SNP_A-1717648",2.1
"SNP_A-1717766",1.94
"SNP_A-1719726",2.21
"SNP_A-1723625",1.62
"SNP_A-1725141",1.43
"SNP_A-1725261",1.47
"SNP_A-1726785",2.05
"SNP_A-1750561",2.92
"SNP_A-1730082",2.67
"SNP_A-1747775",2.12
"SNP_A-1756827",1.97
"SNP_A-1752941",3.33
"SNP_A-1755724",2
"SNP_A-1650131",2.26
"SNP_A-1650285",1.74
"SNP_A-1655310",1.48
"SNP_A-1649860",1.58
"SNP_A-1675127",1.68
"SNP_A-1738254",1.89
"SNP_A-1707542",1.55
"SNP_A-1749012",2.15
"SNP_A-1700155",1.83
"SNP_A-1641884",1.57
"SNP_A-1733386",3.74
"SNP_A-1649381",2.31
"SNP_A-1718823",1.42
